,debate,participant,topic,prop_turns,prop_words,avg_turn_length,turn_rank,word_rank,topic_title
787,deb_2015_04_16,FARAGE,1302,0.08,0.11845827439886845,167.5,11,11,Poverty and Assistance for Low-Income Families
788,deb_2015_04_16,MILIBAND,100,0.45161290322580644,0.5,152.42857142857142,1,1,Macroeconomics
789,deb_2015_04_16,MILIBAND,105,0.3548387096774194,0.39456419868791004,153.0909090909091,2,2,"National Budget, Debt, public spending"
790,deb_2015_04_16,MILIBAND,107,0.1935483870967742,0.2345360824742268,166.83333333333334,3,4,"Taxation, Tax policy, and Tax Reform"
791,deb_2015_04_16,MILIBAND,1300,0.1935483870967742,0.22235238987816308,158.16666666666666,3,5,Social Welfare
792,deb_2015_04_16,MILIBAND,1900,0.1935483870967742,0.2532802249297095,180.16666666666666,3,3,International Affairs
793,deb_2015_04_16,MILIBAND,1910,0.16129032258064516,0.2022024367385192,172.6,7,6,"Western Europe, Common Market Issues"
794,deb_2015_04_16,MILIBAND,1302,0.0967741935483871,0.09700093720712277,138.0,10,11,Poverty and Assistance for Low-Income Families
795,deb_2015_04_16,MILIBAND,1400,0.1935483870967742,0.1923617619493908,136.83333333333334,3,7,Planning and Housing Issues
796,deb_2015_04_16,MILIBAND,1401,0.16129032258064516,0.16166822867853795,138.0,7,8,Housing and Community Development
797,deb_2015_04_16,MILIBAND,200,0.0967741935483871,0.09606373008434864,136.66666666666666,10,13,Civil Rights
798,deb_2015_04_16,MILIBAND,202,0.03225806451612903,0.011012183692596064,47.0,16,32,Gender and Sexual Orientation Discrimination
799,deb_2015_04_16,MILIBAND,1406,0.03225806451612903,0.03069353327085286,131.0,16,28,Low and Middle Income Housing Programs and Needs
800,deb_2015_04_16,MILIBAND,1600,0.0967741935483871,0.1358950328022493,193.33333333333334,10,10,Defence
801,deb_2015_04_16,MILIBAND,1603,0.03225806451612903,0.04334582942830365,185.0,16,21,"Military Intelligence, Intelligence Services, Espionage"
802,deb_2015_04_16,MILIBAND,1909,0.06451612903225806,0.08481724461105905,181.0,14,15,Eastern Europe
803,deb_2015_04_16,MILIBAND,1920,0.06451612903225806,0.09254920337394565,197.5,14,14,Middle East
804,deb_2015_04_16,MILIBAND,1930,0.03225806451612903,0.04147141518275539,177.0,16,22,North America and North Atlantic Ocean
805,deb_2015_04_16,MILIBAND,1627,0.03225806451612903,0.04147141518275539,177.0,16,22,Domestic and International Terrorism
806,deb_2015_04_16,MILIBAND,1608,0.03225806451612903,0.05107778819119025,218.0,16,16,"Manpower, Military Personnel and Dependents"
807,deb_2015_04_16,MILIBAND,1610,0.03225806451612903,0.05107778819119025,218.0,16,16,Military Procurement and Weapons System Acquisitions and Evaluation
808,deb_2015_04_16,MILIBAND,230,0.03225806451612903,0.04873477038425492,208.0,16,18,Immigration
809,deb_2015_04_16,MILIBAND,500,0.03225806451612903,0.04873477038425492,208.0,16,18,Labour and Employment
810,deb_2015_04_16,MILIBAND,529,0.03225806451612903,0.04873477038425492,208.0,16,18,Migrant and Seasonal Workers
811,deb_2015_04_16,MILIBAND,201,0.03225806451612903,0.03631677600749766,155.0,16,27,Ethnic Minority and Racial Group Discrimination
812,deb_2015_04_16,MILIBAND,300,0.0967741935483871,0.09629803186504217,137.0,10,12,Health
813,deb_2015_04_16,MILIBAND,301,0.12903225806451613,0.13659793814432988,145.75,9,9,Health Care Reform
814,deb_2015_04_16,MILIBAND,1521,0.03225806451612903,0.04029990627928772,172.0,16,24,Small Business Issues
815,deb_2015_04_16,MILIBAND,1200,0.03225806451612903,0.03865979381443299,165.0,16,25,"Law, Crime, and Family Issues"
816,deb_2015_04_16,MILIBAND,1208,0.03225806451612903,0.03865979381443299,165.0,16,25,Family Issues
817,deb_2015_04_16,MILIBAND,2000,0.03225806451612903,0.027647610121836926,118.0,16,29,Government Operations
818,deb_2015_04_16,MILIBAND,2011,0.03225806451612903,0.027647610121836926,118.0,16,29,Executive-Legislative Relations and Parliamentary Operations
819,deb_2015_04_16,MILIBAND,2012,0.03225806451612903,0.027647610121836926,118.0,16,29,"Political Parties, Campaigns, and Voter Registration"
820,deb_2015_04_16,STURGEON,100,0.47368421052631576,0.47965658827920865,142.77777777777777,1,1,Macroeconomics
821,deb_2015_04_16,STURGEON,105,0.47368421052631576,0.47965658827920865,142.77777777777777,1,1,"National Budget, Debt, public spending"
822,deb_2015_04_16,STURGEON,2000,0.21052631578947367,0.1620007465472191,108.5,3,9,Government Operations
823,deb_2015_04_16,STURGEON,2012,0.15789473684210525,0.135498320268757,121.0,6,15,"Political Parties, Campaigns, and Voter Registration"
824,deb_2015_04_16,STURGEON,1300,0.21052631578947367,0.25681224337439346,172.0,3,3,Social Welfare
825,deb_2015_04_16,STURGEON,1302,0.15789473684210525,0.18962299365434865,169.33333333333334,6,5,Poverty and Assistance for Low-Income Families
826,deb_2015_04_16,STURGEON,1400,0.10526315789473684,0.13773796192609183,184.5,10,13,Planning and Housing Issues
827,deb_2015_04_16,STURGEON,1401,0.10526315789473684,0.13773796192609183,184.5,10,13,Housing and Community Development
828,deb_2015_04_16,STURGEON,1406,0.05263157894736842,0.06905561776782382,185.0,16,18,Low and Middle Income Housing Programs and Needs
829,deb_2015_04_16,STURGEON,200,0.15789473684210525,0.17469204927211646,156.0,6,6,Civil Rights
830,deb_2015_04_16,STURGEON,230,0.15789473684210525,0.17469204927211646,156.0,6,6,Immigration
831,deb_2015_04_16,STURGEON,1600,0.10526315789473684,0.1433370660694289,192.0,10,10,Defence
832,deb_2015_04_16,STURGEON,1608,0.10526315789473684,0.1433370660694289,192.0,10,10,"Manpower, Military Personnel and Dependents"
833,deb_2015_04_16,STURGEON,1610,0.10526315789473684,0.1433370660694289,192.0,10,10,Military Procurement and Weapons System Acquisitions and Evaluation
834,deb_2015_04_16,STURGEON,1900,0.21052631578947367,0.25121313923105637,168.25,3,4,International Affairs
835,deb_2015_04_16,STURGEON,1926,0.05263157894736842,0.005599104143337066,15.0,16,25,International Organizations other than Finance
836,deb_2015_04_16,STURGEON,1603,0.05263157894736842,0.0768943635684957,206.0,16,16,"Military Intelligence, Intelligence Services, Espionage"
837,deb_2015_04_16,STURGEON,1907,0.05263157894736842,0.0768943635684957,206.0,16,16,China
838,deb_2015_04_16,STURGEON,1910,0.10526315789473684,0.1687196715192236,226.0,10,8,"Western Europe, Common Market Issues"
839,deb_2015_04_16,STURGEON,500,0.05263157894736842,0.03508771929824561,94.0,16,20,Labour and Employment
840,deb_2015_04_16,STURGEON,300,0.05263157894736842,0.03508771929824561,94.0,16,20,Health
841,deb_2015_04_16,STURGEON,529,0.05263157894736842,0.03508771929824561,94.0,16,20,Migrant and Seasonal Workers
842,deb_2015_04_16,STURGEON,325,0.05263157894736842,0.03508771929824561,94.0,16,20,Health Manpower and Training
843,deb_2015_04_16,STURGEON,2011,0.05263157894736842,0.026502426278462114,71.0,16,24,Executive-Legislative Relations and Parliamentary Operations
844,deb_2015_04_16,STURGEON,1304,0.05263157894736842,0.059723777528928705,160.0,16,19,Assistance to the Disabled and Handicapped
845,deb_2015_04_16,BENNETT,100,0.5714285714285714,0.5411976587122918,150.25,1,2,Macroeconomics
846,deb_2015_04_16,BENNETT,105,0.42857142857142855,0.45520036019810894,168.5,3,4,"National Budget, Debt, public spending"
847,deb_2015_04_16,BENNETT,1300,0.5714285714285714,0.6240432237730752,173.25,1,1,Social Welfare
848,deb_2015_04_16,BENNETT,1302,0.42857142857142855,0.45610085547050877,168.83333333333334,3,3,Poverty and Assistance for Low-Income Families
849,deb_2015_04_16,BENNETT,1303,0.14285714285714285,0.14182800540297164,157.5,8,11,"Elderly Issues and Elderly Assistance Programs, State Pensions"
850,deb_2015_04_16,BENNETT,700,0.07142857142857142,0.06123367852318776,136.0,16,28,Environment
851,deb_2015_04_16,BENNETT,705,0.07142857142857142,0.06123367852318776,136.0,16,28,"Air Pollution, Global Warming, and Noise Pollution"
852,deb_2015_04_16,BENNETT,300,0.21428571428571427,0.1809995497523638,134.0,5,7,Health
853,deb_2015_04_16,BENNETT,301,0.14285714285714285,0.15893741557856822,176.5,8,8,Health Care Reform
854,deb_2015_04_16,BENNETT,500,0.07142857142857142,0.08059432687978388,179.0,16,17,Labour and Employment
855,deb_2015_04_16,BENNETT,502,0.07142857142857142,0.08059432687978388,179.0,16,17,Employment Training and Workforce Development
856,deb_2015_04_16,BENNETT,107,0.07142857142857142,0.07834308869878433,174.0,16,20,"Taxation, Tax policy, and Tax Reform"
857,deb_2015_04_16,BENNETT,1400,0.14285714285714285,0.14452949122017109,160.5,8,10,Planning and Housing Issues
858,deb_2015_04_16,BENNETT,1406,0.07142857142857142,0.08059432687978388,179.0,16,17,Low and Middle Income Housing Programs and Needs
859,deb_2015_04_16,BENNETT,1401,0.07142857142857142,0.06393516434038721,142.0,16,27,Housing and Community Development
860,deb_2015_04_16,BENNETT,108,0.14285714285714285,0.08599729851418281,95.5,8,16,"Industrial Policy, Privatisation, Nationalisation"
861,deb_2015_04_16,BENNETT,1600,0.14285714285714285,0.13327330031517334,148.0,8,14,Defence
862,deb_2015_04_16,BENNETT,1610,0.07142857142857142,0.06618640252138676,147.0,16,24,Military Procurement and Weapons System Acquisitions and Evaluation
863,deb_2015_04_16,BENNETT,1900,0.21428571428571427,0.22332282755515534,165.33333333333334,5,6,International Affairs
864,deb_2015_04_16,BENNETT,1907,0.07142857142857142,0.06618640252138676,147.0,16,24,China
865,deb_2015_04_16,BENNETT,1926,0.07142857142857142,0.06618640252138676,147.0,16,24,International Organizations other than Finance
866,deb_2015_04_16,BENNETT,1603,0.07142857142857142,0.06708689779378658,149.0,16,22,"Military Intelligence, Intelligence Services, Espionage"
867,deb_2015_04_16,BENNETT,1909,0.07142857142857142,0.06708689779378658,149.0,16,22,Eastern Europe
868,deb_2015_04_16,BENNETT,200,0.21428571428571427,0.2444844664565511,181.0,5,5,Civil Rights
869,deb_2015_04_16,BENNETT,201,0.14285714285714285,0.15443493921656912,171.5,8,9,Ethnic Minority and Racial Group Discrimination
870,deb_2015_04_16,BENNETT,230,0.07142857142857142,0.090049527239982,200.0,16,15,Immigration
871,deb_2015_04_16,BENNETT,321,0.07142857142857142,0.022062134173795586,49.0,16,30,"Regulation of Drug Industry, Medical Devices, and Clinical Labs"
872,deb_2015_04_16,BENNETT,2000,0.14285714285714285,0.1404772624943719,156.0,8,12,Government Operations
873,deb_2015_04_16,BENNETT,2011,0.14285714285714285,0.1404772624943719,156.0,8,12,Executive-Legislative Relations and Parliamentary Operations
874,deb_2015_04_16,BENNETT,1304,0.07142857142857142,0.07429085997298514,165.0,16,21,Assistance to the Disabled and Handicapped
875,deb_2015_04_30,CAMERON,100,0.65625,0.6969365426695843,151.66666666666666,1,1,Macroeconomics
876,deb_2015_04_30,CAMERON,1300,0.34375,0.3772428884026258,156.72727272727272,3,3,Social Welfare
877,deb_2015_04_30,CAMERON,1302,0.25,0.2989059080962801,170.75,4,4,Poverty and Assistance for Low-Income Families
878,deb_2015_04_30,CAMERON,105,0.5,0.5814004376367615,166.0625,2,2,"National Budget, Debt, public spending"
879,deb_2015_04_30,CAMERON,107,0.25,0.250109409190372,142.875,4,5,"Taxation, Tax policy, and Tax Reform"
880,deb_2015_04_30,CAMERON,103,0.03125,0.037417943107221005,171.0,16,18,Unemployment rate
881,deb_2015_04_30,CAMERON,1200,0.03125,0.037417943107221005,171.0,16,18,"Law, Crime, and Family Issues"
882,deb_2015_04_30,CAMERON,1207,0.03125,0.037417943107221005,171.0,16,18,Child Abuse
883,deb_2015_04_30,CAMERON,1900,0.15625,0.13851203501094092,126.6,7,9,International Affairs
884,deb_2015_04_30,CAMERON,1910,0.15625,0.13851203501094092,126.6,7,9,"Western Europe, Common Market Issues"
885,deb_2015_04_30,CAMERON,500,0.03125,0.037417943107221005,171.0,16,18,Labour and Employment
886,deb_2015_04_30,CAMERON,506,0.03125,0.037417943107221005,171.0,16,18,Youth Employment and Child Labour
887,deb_2015_04_30,CAMERON,200,0.1875,0.1774617067833698,135.16666666666666,6,6,Civil Rights
888,deb_2015_04_30,CAMERON,201,0.09375,0.10175054704595186,155.0,13,12,Ethnic Minority and Racial Group Discrimination
889,deb_2015_04_30,CAMERON,2000,0.125,0.13194748358862143,150.75,9,11,Government Operations
890,deb_2015_04_30,CAMERON,2011,0.09375,0.08927789934354485,136.0,13,15,Executive-Legislative Relations and Parliamentary Operations
891,deb_2015_04_30,CAMERON,300,0.125,0.175054704595186,200.0,9,7,Health
892,deb_2015_04_30,CAMERON,301,0.125,0.175054704595186,200.0,9,7,Health Care Reform
893,deb_2015_04_30,CAMERON,1303,0.09375,0.09431072210065646,143.66666666666666,13,14,"Elderly Issues and Elderly Assistance Programs, State Pensions"
894,deb_2015_04_30,CAMERON,101,0.03125,0.027133479212253828,124.0,16,23,"Inflation, prices, and interest rates"
895,deb_2015_04_30,CAMERON,230,0.125,0.09824945295404813,112.25,9,13,Immigration
896,deb_2015_04_30,CAMERON,1304,0.03125,0.04048140043763676,185.0,16,17,Assistance to the Disabled and Handicapped
897,deb_2015_04_30,CAMERON,2012,0.03125,0.04266958424507659,195.0,16,16,"Political Parties, Campaigns, and Voter Registration"
898,deb_2015_04_30,MILIBAND,100,0.3333333333333333,0.46093377798951884,129.0,1,1,Macroeconomics
899,deb_2015_04_30,MILIBAND,105,0.24444444444444444,0.38137208194378275,145.54545454545453,2,2,"National Budget, Debt, public spending"
900,deb_2015_04_30,MILIBAND,107,0.08888888888888889,0.12053358742258218,126.5,7,9,"Taxation, Tax policy, and Tax Reform"
901,deb_2015_04_30,MILIBAND,200,0.06666666666666667,0.14435445450214388,202.0,9,8,Civil Rights
902,deb_2015_04_30,MILIBAND,201,0.022222222222222223,0.04121010004764174,173.0,15,22,Ethnic Minority and Racial Group Discrimination
903,deb_2015_04_30,MILIBAND,1800,0.044444444444444446,0.05383515959980943,113.0,12,19,Foreign Trade
904,deb_2015_04_30,MILIBAND,1806,0.044444444444444446,0.05383515959980943,113.0,12,19,"Productivity and Competitiveness of U.K. Business, U.K. Balance of Payments"
905,deb_2015_04_30,MILIBAND,1900,0.08888888888888889,0.11815150071462602,124.0,7,10,International Affairs
906,deb_2015_04_30,MILIBAND,1910,0.06666666666666667,0.11052882324916627,154.66666666666666,9,11,"Western Europe, Common Market Issues"
907,deb_2015_04_30,MILIBAND,101,0.022222222222222223,0.007622677465459742,32.0,15,27,"Inflation, prices, and interest rates"
908,deb_2015_04_30,MILIBAND,108,0.022222222222222223,0.020009528346831826,84.0,15,25,"Industrial Policy, Privatisation, Nationalisation"
909,deb_2015_04_30,MILIBAND,1300,0.13333333333333333,0.20319199618866127,142.16666666666666,4,4,Social Welfare
910,deb_2015_04_30,MILIBAND,1302,0.1111111111111111,0.17651262505955218,148.2,6,5,Poverty and Assistance for Low-Income Families
911,deb_2015_04_30,MILIBAND,2000,0.17777777777777778,0.21724630776560266,114.0,3,3,Government Operations
912,deb_2015_04_30,MILIBAND,2012,0.13333333333333333,0.1529299666507861,107.0,4,6,"Political Parties, Campaigns, and Voter Registration"
913,deb_2015_04_30,MILIBAND,2011,0.022222222222222223,0.010004764173415913,42.0,15,26,Executive-Legislative Relations and Parliamentary Operations
914,deb_2015_04_30,MILIBAND,500,0.06666666666666667,0.15078608861362552,211.0,9,7,Labour and Employment
915,deb_2015_04_30,MILIBAND,505,0.044444444444444446,0.08813720819437827,185.0,12,12,Fair Labour Standards
916,deb_2015_04_30,MILIBAND,1304,0.022222222222222223,0.0266793711291091,112.0,15,24,Assistance to the Disabled and Handicapped
917,deb_2015_04_30,MILIBAND,506,0.022222222222222223,0.06264888041924727,263.0,15,13,Youth Employment and Child Labour
918,deb_2015_04_30,MILIBAND,1400,0.022222222222222223,0.06264888041924727,263.0,15,13,Planning and Housing Issues
919,deb_2015_04_30,MILIBAND,1401,0.022222222222222223,0.06264888041924727,263.0,15,13,Housing and Community Development
920,deb_2015_04_30,MILIBAND,1303,0.022222222222222223,0.027155788470700333,114.0,15,23,"Elderly Issues and Elderly Assistance Programs, State Pensions"
921,deb_2015_04_30,MILIBAND,502,0.022222222222222223,0.05574082896617437,234.0,15,17,Employment Training and Workforce Development
922,deb_2015_04_30,MILIBAND,504,0.022222222222222223,0.05574082896617437,234.0,15,17,Employee Relations and Labour Unions
923,deb_2015_04_30,MILIBAND,230,0.022222222222222223,0.05812291567413054,244.0,15,16,Immigration
925,deb_2015_04_30,CLEGG,100,0.3448275862068966,0.447880565182618,168.0,1,1,Macroeconomics
926,deb_2015_04_30,CLEGG,105,0.2413793103448276,0.3324446814182885,178.14285714285714,3,3,"National Budget, Debt, public spending"
927,deb_2015_04_30,CLEGG,1300,0.2413793103448276,0.3559050919754732,190.71428571428572,3,2,Social Welfare
928,deb_2015_04_30,CLEGG,600,0.10344827586206896,0.14209544121567583,177.66666666666666,9,7,Education
929,deb_2015_04_30,CLEGG,601,0.06896551724137931,0.09197547320714476,172.5,10,11,Higher Education
930,deb_2015_04_30,CLEGG,103,0.06896551724137931,0.09064249533457745,170.0,10,12,Unemployment rate
931,deb_2015_04_30,CLEGG,1302,0.20689655172413793,0.3116502266062383,194.83333333333334,6,4,Poverty and Assistance for Low-Income Families
932,deb_2015_04_30,CLEGG,2000,0.3448275862068966,0.23487070114636097,88.1,1,5,Government Operations
933,deb_2015_04_30,CLEGG,1303,0.034482758620689655,0.06371634230871767,239.0,18,17,"Elderly Issues and Elderly Assistance Programs, State Pensions"
934,deb_2015_04_30,CLEGG,1304,0.034482758620689655,0.06371634230871767,239.0,18,17,Assistance to the Disabled and Handicapped
935,deb_2015_04_30,CLEGG,2012,0.2413793103448276,0.19648093841642228,105.28571428571429,3,6,"Political Parties, Campaigns, and Voter Registration"
936,deb_2015_04_30,CLEGG,200,0.06896551724137931,0.0765129298853639,143.5,10,13,Civil Rights
937,deb_2015_04_30,CLEGG,201,0.06896551724137931,0.0765129298853639,143.5,10,13,Ethnic Minority and Racial Group Discrimination
938,deb_2015_04_30,CLEGG,602,0.034482758620689655,0.05011996800853106,188.0,18,21,Elementary and Secondary Education
939,deb_2015_04_30,CLEGG,107,0.06896551724137931,0.13756331644894695,258.0,10,8,"Taxation, Tax policy, and Tax Reform"
940,deb_2015_04_30,CLEGG,101,0.06896551724137931,0.06984804052252733,131.0,10,16,"Inflation, prices, and interest rates"
941,deb_2015_04_30,CLEGG,1900,0.13793103448275862,0.11996800853105838,112.5,7,9,International Affairs
942,deb_2015_04_30,CLEGG,1910,0.13793103448275862,0.11996800853105838,112.5,7,9,"Western Europe, Common Market Issues"
943,deb_2015_04_30,CLEGG,2011,0.06896551724137931,0.018661690215942415,35.0,10,28,Executive-Legislative Relations and Parliamentary Operations
944,deb_2015_04_30,CLEGG,700,0.034482758620689655,0.04612103439082911,173.0,18,22,Environment
945,deb_2015_04_30,CLEGG,705,0.034482758620689655,0.04612103439082911,173.0,18,22,"Air Pollution, Global Warming, and Noise Pollution"
946,deb_2015_04_30,CLEGG,1200,0.06896551724137931,0.07624633431085044,143.0,10,15,"Law, Crime, and Family Issues"
947,deb_2015_04_30,CLEGG,1202,0.034482758620689655,0.04612103439082911,173.0,18,22,White Collar Crime and Organized Crime
948,deb_2015_04_30,CLEGG,1800,0.034482758620689655,0.010930418555051986,41.0,18,29,Foreign Trade
949,deb_2015_04_30,CLEGG,1806,0.034482758620689655,0.010930418555051986,41.0,18,29,"Productivity and Competitiveness of U.K. Business, U.K. Balance of Payments"
950,deb_2015_04_30,CLEGG,1600,0.034482758620689655,0.054385497200746466,204.0,18,19,Defence
951,deb_2015_04_30,CLEGG,1610,0.034482758620689655,0.054385497200746466,204.0,18,19,Military Procurement and Weapons System Acquisitions and Evaluation
952,deb_2015_04_30,CLEGG,1206,0.034482758620689655,0.030125299920021328,113.0,18,25,Juvenile Crime and the Juvenile Justice System
953,deb_2015_04_30,CLEGG,1211,0.034482758620689655,0.030125299920021328,113.0,18,25,Riots and Crime Prevention
954,deb_2015_04_30,CLEGG,207,0.034482758620689655,0.030125299920021328,113.0,18,25,Freedom of Speech & Religion
955,deb_2017_05_18,LUCAS,100,0.42857142857142855,0.5080186239006725,163.66666666666666,1,1,Macroeconomics
956,deb_2017_05_18,LUCAS,700,0.21428571428571427,0.2827211588204863,182.16666666666666,2,2,Environment
957,deb_2017_05_18,LUCAS,705,0.21428571428571427,0.2827211588204863,182.16666666666666,2,2,"Air Pollution, Global Warming, and Noise Pollution"
958,deb_2017_05_18,LUCAS,300,0.21428571428571427,0.18520434557682358,119.33333333333333,2,8,Health
959,deb_2017_05_18,LUCAS,1302,0.14285714285714285,0.2165028453181583,209.25,9,6,Poverty and Assistance for Low-Income Families
960,deb_2017_05_18,LUCAS,201,0.07142857142857142,0.052509053285049144,101.5,16,28,Ethnic Minority and Racial Group Discrimination
961,deb_2017_05_18,LUCAS,1900,0.14285714285714285,0.14666321779617175,141.75,9,10,International Affairs
962,deb_2017_05_18,LUCAS,1910,0.14285714285714285,0.14666321779617175,141.75,9,10,"Western Europe, Common Market Issues"
963,deb_2017_05_18,LUCAS,200,0.17857142857142858,0.16813243662700467,130.0,6,9,Civil Rights
964,deb_2017_05_18,LUCAS,207,0.03571428571428571,0.06285566476978789,243.0,24,21,Freedom of Speech & Religion
965,deb_2017_05_18,LUCAS,230,0.10714285714285714,0.13993792033109156,180.33333333333334,15,13,Immigration
966,deb_2017_05_18,LUCAS,2012,0.07142857142857142,0.05276771857216762,102.0,16,27,"Political Parties, Campaigns, and Voter Registration"
967,deb_2017_05_18,LUCAS,1800,0.03571428571428571,0.03181583031557165,123.0,24,31,Foreign Trade
968,deb_2017_05_18,LUCAS,2000,0.03571428571428571,0.03181583031557165,123.0,24,31,Government Operations
969,deb_2017_05_18,LUCAS,1209,0.03571428571428571,0.03181583031557165,123.0,24,31,"Police, Fire, and Weapons Control"
970,deb_2017_05_18,LUCAS,105,0.14285714285714285,0.13657527159855148,132.0,9,15,"National Budget, Debt, public spending"
971,deb_2017_05_18,LUCAS,301,0.17857142857142858,0.13993792033109156,108.2,6,13,Health Care Reform
972,deb_2017_05_18,LUCAS,1600,0.07142857142857142,0.1107087428867046,214.0,16,16,Defence
973,deb_2017_05_18,LUCAS,1609,0.03571428571428571,0.05561303673047077,215.0,24,25,Veterans Issues
974,deb_2017_05_18,LUCAS,1603,0.03571428571428571,0.05509570615623383,213.0,24,26,"Military Intelligence, Intelligence Services, Espionage"
975,deb_2017_05_18,LUCAS,108,0.07142857142857142,0.07035695809622348,136.0,16,20,"Industrial Policy, Privatisation, Nationalisation"
976,deb_2017_05_18,LUCAS,500,0.03571428571428571,0.01189860320744956,46.0,24,34,Labour and Employment
977,deb_2017_05_18,LUCAS,504,0.03571428571428571,0.01189860320744956,46.0,24,34,Employee Relations and Labour Unions
978,deb_2017_05_18,LUCAS,107,0.14285714285714285,0.22038282462493533,213.0,9,5,"Taxation, Tax policy, and Tax Reform"
979,deb_2017_05_18,LUCAS,1300,0.21428571428571427,0.26849456802897054,173.0,2,4,Social Welfare
980,deb_2017_05_18,LUCAS,1400,0.07142857142857142,0.09079151577858252,175.5,16,17,Planning and Housing Issues
981,deb_2017_05_18,LUCAS,1406,0.07142857142857142,0.09079151577858252,175.5,16,17,Low and Middle Income Housing Programs and Needs
982,deb_2017_05_18,LUCAS,1304,0.07142857142857142,0.06182100362131402,119.5,16,22,Assistance to the Disabled and Handicapped
983,deb_2017_05_18,LUCAS,600,0.17857142857142858,0.20046559751681325,155.0,6,7,Education
984,deb_2017_05_18,LUCAS,602,0.14285714285714285,0.1404552509053285,135.75,9,12,Elementary and Secondary Education
985,deb_2017_05_18,LUCAS,603,0.07142857142857142,0.07734092084842215,149.5,16,19,Education of Underprivileged Students
986,deb_2017_05_18,LUCAS,601,0.03571428571428571,0.06001034661148474,232.0,24,23,Higher Education
988,deb_2017_05_18,LUCAS,1303,0.03571428571428571,0.035437144335230215,137.0,24,29,"Elderly Issues and Elderly Assistance Programs, State Pensions"
989,deb_2017_05_18,LUCAS,101,0.03571428571428571,0.035437144335230215,137.0,24,29,"Inflation, prices, and interest rates"
990,deb_2017_05_18,WOOD,100,0.4827586206896552,0.7134481495053133,139.07142857142858,1,1,Macroeconomics
991,deb_2017_05_18,WOOD,101,0.06896551724137931,0.11322828875045804,154.5,12,13,"Inflation, prices, and interest rates"
992,deb_2017_05_18,WOOD,105,0.27586206896551724,0.4316599486991572,147.25,2,2,"National Budget, Debt, public spending"
993,deb_2017_05_18,WOOD,200,0.1724137931034483,0.11689263466471235,63.8,7,12,Civil Rights
994,deb_2017_05_18,WOOD,1300,0.2413793103448276,0.35214364235983875,137.28571428571428,3,4,Social Welfare
995,deb_2017_05_18,WOOD,1302,0.2413793103448276,0.35690729204836935,139.14285714285714,3,3,Poverty and Assistance for Low-Income Families
996,deb_2017_05_18,WOOD,1800,0.10344827586206896,0.17478930010993038,159.0,8,7,Foreign Trade
997,deb_2017_05_18,WOOD,1803,0.10344827586206896,0.17478930010993038,159.0,8,7,"Export Promotion and Regulation, Export Credit Agencies"
998,deb_2017_05_18,WOOD,1900,0.10344827586206896,0.13228288750458042,120.33333333333333,8,10,International Affairs
999,deb_2017_05_18,WOOD,1910,0.06896551724137931,0.12202271894466837,166.5,12,11,"Western Europe, Common Market Issues"
1000,deb_2017_05_18,WOOD,1000,0.034482758620689655,0.003297911322828875,9.0,16,32,Transportation
1001,deb_2017_05_18,WOOD,1006,0.034482758620689655,0.003297911322828875,9.0,16,32,Truck and Automobile Transportation and Safety
1002,deb_2017_05_18,WOOD,230,0.06896551724137931,0.008061561011359472,11.0,12,31,Immigration
1003,deb_2017_05_18,WOOD,1303,0.034482758620689655,0.06779039941370466,185.0,16,14,"Elderly Issues and Elderly Assistance Programs, State Pensions"
1004,deb_2017_05_18,WOOD,107,0.10344827586206896,0.1355807988274093,123.33333333333333,8,9,"Taxation, Tax policy, and Tax Reform"
1005,deb_2017_05_18,WOOD,1304,0.034482758620689655,0.04580432392817882,125.0,16,21,Assistance to the Disabled and Handicapped
1006,deb_2017_05_18,WOOD,500,0.034482758620689655,0.03444485159399047,94.0,16,22,Labour and Employment
1007,deb_2017_05_18,WOOD,506,0.034482758620689655,0.03444485159399047,94.0,16,22,Youth Employment and Child Labour
1008,deb_2017_05_18,WOOD,108,0.034482758620689655,0.04690362770245511,128.0,16,20,"Industrial Policy, Privatisation, Nationalisation"
1009,deb_2017_05_18,WOOD,400,0.034482758620689655,0.010260168559912056,28.0,16,28,Agriculture
1010,deb_2017_05_18,WOOD,401,0.034482758620689655,0.010260168559912056,28.0,16,28,Agricultural Trade
1011,deb_2017_05_18,WOOD,1930,0.034482758620689655,0.010260168559912056,28.0,16,28,North America and North Atlantic Ocean
1012,deb_2017_05_18,WOOD,600,0.2413793103448276,0.22755588127519238,88.71428571428571,3,5,Education
1013,deb_2017_05_18,WOOD,602,0.20689655172413793,0.21326493220960058,97.0,6,6,Elementary and Secondary Education
1014,deb_2017_05_18,WOOD,603,0.034482758620689655,0.03261267863686332,89.0,16,24,Education of Underprivileged Students
1015,deb_2017_05_18,WOOD,1400,0.034482758620689655,0.03187980945401246,87.0,16,25,Planning and Housing Issues
1016,deb_2017_05_18,WOOD,1406,0.034482758620689655,0.03187980945401246,87.0,16,25,Low and Middle Income Housing Programs and Needs
1017,deb_2017_05_18,WOOD,201,0.06896551724137931,0.04873580065958227,66.5,12,19,Ethnic Minority and Racial Group Discrimination
1018,deb_2017_05_18,WOOD,601,0.034482758620689655,0.014290949065591791,39.0,16,27,Higher Education
1019,deb_2017_05_18,WOOD,1200,0.034482758620689655,0.05130084279956028,140.0,16,15,"Law, Crime, and Family Issues"
1020,deb_2017_05_18,WOOD,1211,0.034482758620689655,0.05130084279956028,140.0,16,15,Riots and Crime Prevention
