,debate,participant,topic,prop_turns,prop_words,avg_turn_length,turn_rank,word_rank,topic_title
1948,deb_2019_11_28,SWINSON,100,0.1111111111111111,0.15504451038575667,209.0,8,9,Macroeconomics
1949,deb_2019_11_28,SWINSON,107,0.2222222222222222,0.2195845697329377,148.0,4,7,"Taxation, Tax policy, and Tax Reform"
1950,deb_2019_11_28,SWINSON,1901,0.1111111111111111,0.15504451038575667,209.0,8,9,Foreign Aid
1951,deb_2019_11_28,SWINSON,800,0.2222222222222222,0.2744807121661721,185.0,4,4,Energy
1952,deb_2019_11_28,SWINSON,806,0.2222222222222222,0.2744807121661721,185.0,4,4,Alternative and Renewable Energy
1953,deb_2019_11_28,SWINSON,709,0.1111111111111111,0.18916913946587538,255.0,8,8,Species and Forest Protection
1954,deb_2019_11_28,SWINSON,703,0.1111111111111111,0.064540059347181,87.0,8,11,Waste Disposal
1955,deb_2019_11_29,SWINSON,1900,0.4117647058823529,0.5645429362880886,145.57142857142858,1,1,International Affairs
1956,deb_2019_11_29,SWINSON,1910,0.4117647058823529,0.5645429362880886,145.57142857142858,1,1,"Western Europe, Common Market Issues"
1957,deb_2019_11_29,SWINSON,200,0.17647058823529413,0.2371191135734072,142.66666666666666,5,5,Civil Rights
1958,deb_2019_11_29,SWINSON,207,0.058823529411764705,0.10027700831024931,181.0,12,17,Freedom of Speech & Religion
1959,deb_2019_11_29,SWINSON,100,0.35294117647058826,0.46094182825484764,138.66666666666666,3,3,Macroeconomics
1960,deb_2019_11_29,SWINSON,107,0.23529411764705882,0.24930747922437674,112.5,4,4,"Taxation, Tax policy, and Tax Reform"
1961,deb_2019_11_29,SWINSON,1200,0.058823529411764705,0.14127423822714683,255.0,12,8,"Law, Crime, and Family Issues"
1962,deb_2019_11_29,SWINSON,1209,0.058823529411764705,0.14127423822714683,255.0,12,8,"Police, Fire, and Weapons Control"
1963,deb_2019_11_29,SWINSON,1211,0.058823529411764705,0.14127423822714683,255.0,12,8,Riots and Crime Prevention
1964,deb_2019_11_29,SWINSON,1300,0.11764705882352941,0.21772853185595567,196.5,7,6,Social Welfare
1965,deb_2019_11_29,SWINSON,1304,0.058823529411764705,0.14127423822714683,255.0,12,8,Assistance to the Disabled and Handicapped
1966,deb_2019_11_29,SWINSON,300,0.11764705882352941,0.21662049861495844,195.5,7,7,Health
1967,deb_2019_11_29,SWINSON,301,0.058823529411764705,0.11745152354570637,212.0,12,13,Health Care Reform
1968,deb_2019_11_29,SWINSON,101,0.058823529411764705,0.12132963988919668,219.0,12,12,"Inflation, prices, and interest rates"
1969,deb_2019_11_29,SWINSON,2000,0.11764705882352941,0.06814404432132964,61.5,7,27,Government Operations
1970,deb_2019_11_29,SWINSON,2012,0.17647058823529413,0.1146814404432133,69.0,5,16,"Political Parties, Campaigns, and Voter Registration"
1971,deb_2019_11_29,SWINSON,700,0.11764705882352941,0.11745152354570637,106.0,7,13,Environment
1972,deb_2019_11_29,SWINSON,705,0.11764705882352941,0.11745152354570637,106.0,7,13,"Air Pollution, Global Warming, and Noise Pollution"
1973,deb_2019_11_29,SWINSON,800,0.058823529411764705,0.07645429362880886,138.0,12,24,Energy
1974,deb_2019_11_29,SWINSON,806,0.058823529411764705,0.07645429362880886,138.0,12,24,Alternative and Renewable Energy
1975,deb_2019_11_29,SWINSON,1302,0.058823529411764705,0.07645429362880886,138.0,12,24,Poverty and Assistance for Low-Income Families
1976,deb_2019_11_29,SWINSON,1930,0.058823529411764705,0.09916897506925208,179.0,12,18,North America and North Atlantic Ocean
1977,deb_2019_11_29,SWINSON,325,0.058823529411764705,0.09916897506925208,179.0,12,18,Health Manpower and Training
1978,deb_2019_11_29,SWINSON,500,0.058823529411764705,0.09916897506925208,179.0,12,18,Labour and Employment
1979,deb_2019_11_29,SWINSON,529,0.058823529411764705,0.09916897506925208,179.0,12,18,Migrant and Seasonal Workers
1980,deb_2019_11_29,SWINSON,230,0.058823529411764705,0.09030470914127424,163.0,12,22,Immigration
1981,deb_2019_11_29,SWINSON,105,0.058823529411764705,0.09030470914127424,163.0,12,22,"National Budget, Debt, public spending"
1982,deb_2019_11_29,STURGEON,1900,0.375,0.558066211245402,118.0,1,1,International Affairs
1983,deb_2019_11_29,STURGEON,1910,0.2916666666666667,0.4839726747241198,131.57142857142858,3,2,"Western Europe, Common Market Issues"
1984,deb_2019_11_29,STURGEON,100,0.3333333333333333,0.40567524960588547,96.5,2,3,Macroeconomics
1985,deb_2019_11_29,STURGEON,105,0.2916666666666667,0.34366789280084076,93.42857142857143,3,4,"National Budget, Debt, public spending"
1986,deb_2019_11_29,STURGEON,1300,0.20833333333333334,0.3226484498160799,122.8,5,5,Social Welfare
1987,deb_2019_11_29,STURGEON,1302,0.16666666666666666,0.25538623226484497,121.5,6,6,Poverty and Assistance for Low-Income Families
1988,deb_2019_11_29,STURGEON,1600,0.125,0.22595901208617972,143.33333333333334,9,7,Defence
1989,deb_2019_11_29,STURGEON,1627,0.041666666666666664,0.1208617971623752,230.0,19,12,Domestic and International Terrorism
1990,deb_2019_11_29,STURGEON,1603,0.041666666666666664,0.1208617971623752,230.0,19,12,"Military Intelligence, Intelligence Services, Espionage"
1991,deb_2019_11_29,STURGEON,1200,0.041666666666666664,0.1208617971623752,230.0,19,12,"Law, Crime, and Family Issues"
1992,deb_2019_11_29,STURGEON,1209,0.041666666666666664,0.1208617971623752,230.0,19,12,"Police, Fire, and Weapons Control"
1993,deb_2019_11_29,STURGEON,1610,0.08333333333333333,0.10509721492380451,100.0,11,20,Military Procurement and Weapons System Acquisitions and Evaluation
1994,deb_2019_11_29,STURGEON,1303,0.041666666666666664,0.06726221755123489,128.0,19,24,"Elderly Issues and Elderly Assistance Programs, State Pensions"
1995,deb_2019_11_29,STURGEON,200,0.16666666666666666,0.22017866526537047,104.75,6,8,Civil Rights
1996,deb_2019_11_29,STURGEON,207,0.041666666666666664,0.06936416184971098,132.0,19,23,Freedom of Speech & Religion
1997,deb_2019_11_29,STURGEON,2000,0.08333333333333333,0.11297950604308986,107.5,11,16,Government Operations
1998,deb_2019_11_29,STURGEON,2012,0.08333333333333333,0.11297950604308986,107.5,11,16,"Political Parties, Campaigns, and Voter Registration"
1999,deb_2019_11_29,STURGEON,600,0.041666666666666664,0.020493956910141883,39.0,19,29,Education
2000,deb_2019_11_29,STURGEON,602,0.041666666666666664,0.020493956910141883,39.0,19,29,Elementary and Secondary Education
2001,deb_2019_11_29,STURGEON,300,0.16666666666666666,0.11245401996847083,53.5,6,18,Health
2002,deb_2019_11_29,STURGEON,301,0.125,0.10667367314766159,67.66666666666667,9,19,Health Care Reform
2003,deb_2019_11_29,STURGEON,700,0.08333333333333333,0.08512874408828167,81.0,11,21,Environment
2004,deb_2019_11_29,STURGEON,705,0.08333333333333333,0.08512874408828167,81.0,11,21,"Air Pollution, Global Warming, and Noise Pollution"
2005,deb_2019_11_29,STURGEON,108,0.041666666666666664,0.06200735680504467,118.0,19,25,"Industrial Policy, Privatisation, Nationalisation"
2006,deb_2019_11_29,STURGEON,800,0.041666666666666664,0.023121387283236993,44.0,19,27,Energy
2007,deb_2019_11_29,STURGEON,803,0.041666666666666664,0.023121387283236993,44.0,19,27,Natural Gas and Oil
2008,deb_2019_11_29,STURGEON,201,0.08333333333333333,0.1303205465055176,124.0,11,9,Ethnic Minority and Racial Group Discrimination
2009,deb_2019_11_29,STURGEON,1901,0.041666666666666664,0.019968470835522858,38.0,19,31,Foreign Aid
2010,deb_2019_11_29,STURGEON,500,0.08333333333333333,0.12769311613242249,121.5,11,10,Labour and Employment
2011,deb_2019_11_29,STURGEON,529,0.08333333333333333,0.12769311613242249,121.5,11,10,Migrant and Seasonal Workers
2012,deb_2019_11_29,STURGEON,101,0.041666666666666664,0.054125065685759324,103.0,19,26,"Inflation, prices, and interest rates"
2013,deb_2019_11_29,TICE,100,0.23809523809523808,0.38290479499652535,110.2,2,1,Macroeconomics
2014,deb_2019_11_29,TICE,1900,0.2857142857142857,0.3127171646977067,75.0,1,3,International Affairs
2015,deb_2019_11_29,TICE,200,0.14285714285714285,0.22515635858234886,108.0,5,7,Civil Rights
2016,deb_2019_11_29,TICE,2000,0.14285714285714285,0.29673384294649063,142.33333333333334,5,4,Government Operations
2017,deb_2019_11_29,TICE,105,0.19047619047619047,0.33564975677553854,120.75,4,2,"National Budget, Debt, public spending"
2018,deb_2019_11_29,TICE,1910,0.23809523809523808,0.28422515635858236,81.8,2,6,"Western Europe, Common Market Issues"
2019,deb_2019_11_29,TICE,201,0.047619047619047616,0.11396803335649756,164.0,10,12,Ethnic Minority and Racial Group Discrimination
2020,deb_2019_11_29,TICE,2012,0.14285714285714285,0.29673384294649063,142.33333333333334,5,4,"Political Parties, Campaigns, and Voter Registration"
2021,deb_2019_11_29,TICE,1200,0.09523809523809523,0.1507991660875608,108.5,8,8,"Law, Crime, and Family Issues"
2022,deb_2019_11_29,TICE,1209,0.047619047619047616,0.103544127866574,149.0,10,14,"Police, Fire, and Weapons Control"
2023,deb_2019_11_29,TICE,1211,0.047619047619047616,0.103544127866574,149.0,10,14,Riots and Crime Prevention
2024,deb_2019_11_29,TICE,1926,0.047619047619047616,0.103544127866574,149.0,10,14,International Organizations other than Finance
2025,deb_2019_11_29,TICE,700,0.047619047619047616,0.08825573314801946,127.0,10,17,Environment
2026,deb_2019_11_29,TICE,703,0.047619047619047616,0.08825573314801946,127.0,10,17,Waste Disposal
2027,deb_2019_11_29,TICE,705,0.047619047619047616,0.08825573314801946,127.0,10,17,"Air Pollution, Global Warming, and Noise Pollution"
2028,deb_2019_11_29,TICE,300,0.047619047619047616,0.13898540653231412,200.0,10,9,Health
2029,deb_2019_11_29,TICE,301,0.047619047619047616,0.13898540653231412,200.0,10,9,Health Care Reform
2030,deb_2019_11_29,TICE,325,0.047619047619047616,0.13898540653231412,200.0,10,9,Health Manpower and Training
2031,deb_2019_11_29,TICE,230,0.09523809523809523,0.11118832522585129,80.0,8,13,Immigration
2032,deb_2019_11_29,TICE,500,0.047619047619047616,0.07366226546212648,106.0,10,20,Labour and Employment
2033,deb_2019_11_29,TICE,529,0.047619047619047616,0.07366226546212648,106.0,10,20,Migrant and Seasonal Workers
2034,deb_2019_11_29,TICE,1901,0.047619047619047616,0.02849200833912439,41.0,10,24,Foreign Aid
2035,deb_2019_11_29,TICE,1800,0.047619047619047616,0.006254343293954135,9.0,10,25,Foreign Trade
2036,deb_2019_11_29,TICE,1803,0.047619047619047616,0.006254343293954135,9.0,10,25,"Export Promotion and Regulation, Export Credit Agencies"
2037,deb_2019_11_29,TICE,101,0.047619047619047616,0.0472550382209868,68.0,10,22,"Inflation, prices, and interest rates"
2038,deb_2019_11_29,TICE,1202,0.047619047619047616,0.0472550382209868,68.0,10,22,White Collar Crime and Organized Crime
2039,deb_2019_11_29,SUNAK,1900,0.375,0.45334215751158174,152.22222222222223,2,2,International Affairs
2040,deb_2019_11_29,SUNAK,1910,0.3333333333333333,0.3878226340172071,146.5,3,3,"Western Europe, Common Market Issues"
2041,deb_2019_11_29,SUNAK,1300,0.16666666666666666,0.3702845797485109,279.75,6,4,Social Welfare
2042,deb_2019_11_29,SUNAK,1302,0.125,0.20814030443414958,209.66666666666666,8,7,Poverty and Assistance for Low-Income Families
2043,deb_2019_11_29,SUNAK,100,0.5416666666666666,0.5668431502316347,131.76923076923077,1,1,Macroeconomics
2044,deb_2019_11_29,SUNAK,107,0.2916666666666667,0.35771012574454003,154.42857142857142,5,5,"Taxation, Tax policy, and Tax Reform"
2045,deb_2019_11_29,SUNAK,2000,0.08333333333333333,0.07346128391793515,111.0,10,16,Government Operations
2046,deb_2019_11_29,SUNAK,2012,0.08333333333333333,0.07346128391793515,111.0,10,16,"Political Parties, Campaigns, and Voter Registration"
2047,deb_2019_11_29,SUNAK,1200,0.041666666666666664,0.14162806088682992,428.0,15,9,"Law, Crime, and Family Issues"
2048,deb_2019_11_29,SUNAK,1600,0.041666666666666664,0.14162806088682992,428.0,15,9,Defence
2049,deb_2019_11_29,SUNAK,1205,0.041666666666666664,0.14162806088682992,428.0,15,9,Prison System
2050,deb_2019_11_29,SUNAK,1608,0.041666666666666664,0.14162806088682992,428.0,15,9,"Manpower, Military Personnel and Dependents"
2051,deb_2019_11_29,SUNAK,105,0.3333333333333333,0.3375248180013236,127.5,3,6,"National Budget, Debt, public spending"
2052,deb_2019_11_29,SUNAK,1800,0.041666666666666664,0.022501654533421574,68.0,15,25,Foreign Trade
2053,deb_2019_11_29,SUNAK,1803,0.041666666666666664,0.022501654533421574,68.0,15,25,"Export Promotion and Regulation, Export Credit Agencies"
2054,deb_2019_11_29,SUNAK,700,0.08333333333333333,0.12309728656518862,186.0,10,14,Environment
2055,deb_2019_11_29,SUNAK,703,0.041666666666666664,0.05757776307081403,174.0,15,21,Waste Disposal
2056,deb_2019_11_29,SUNAK,705,0.041666666666666664,0.06551952349437459,198.0,15,18,"Air Pollution, Global Warming, and Noise Pollution"
2058,deb_2019_11_29,SUNAK,1930,0.041666666666666664,0.06551952349437459,198.0,15,18,North America and North Atlantic Ocean
2059,deb_2019_11_29,SUNAK,300,0.16666666666666666,0.1369953673064196,103.5,6,13,Health
2060,deb_2019_11_29,SUNAK,301,0.125,0.11184645929847783,112.66666666666667,8,15,Health Care Reform
2061,deb_2019_11_29,SUNAK,108,0.041666666666666664,0.004301786896095301,13.0,15,27,"Industrial Policy, Privatisation, Nationalisation"
2062,deb_2019_11_29,SUNAK,321,0.041666666666666664,0.02514890800794176,76.0,15,24,"Regulation of Drug Industry, Medical Devices, and Clinical Labs"
2063,deb_2019_11_29,SUNAK,1304,0.041666666666666664,0.16214427531436135,490.0,15,8,Assistance to the Disabled and Handicapped
2064,deb_2019_11_29,SUNAK,200,0.08333333333333333,0.05228325612177366,79.0,10,22,Civil Rights
2065,deb_2019_11_29,SUNAK,230,0.08333333333333333,0.05228325612177366,79.0,10,22,Immigration
2066,deb_2019_11_29,LUCAS,1900,0.3333333333333333,0.4802483069977427,141.83333333333334,1,1,International Affairs
2067,deb_2019_11_29,LUCAS,1910,0.2222222222222222,0.31715575620767494,140.5,4,4,"Western Europe, Common Market Issues"
2068,deb_2019_11_29,LUCAS,700,0.3333333333333333,0.3363431151241535,99.33333333333333,1,2,Environment
2069,deb_2019_11_29,LUCAS,705,0.3333333333333333,0.3363431151241535,99.33333333333333,1,2,"Air Pollution, Global Warming, and Noise Pollution"
2070,deb_2019_11_29,LUCAS,1200,0.05555555555555555,0.14729119638826185,261.0,11,6,"Law, Crime, and Family Issues"
2071,deb_2019_11_29,LUCAS,1209,0.05555555555555555,0.14729119638826185,261.0,11,6,"Police, Fire, and Weapons Control"
2072,deb_2019_11_29,LUCAS,1211,0.05555555555555555,0.14729119638826185,261.0,11,6,Riots and Crime Prevention
2074,deb_2019_11_29,LUCAS,100,0.16666666666666666,0.17325056433408578,102.33333333333333,7,5,Macroeconomics
2075,deb_2019_11_29,LUCAS,101,0.1111111111111111,0.11568848758465011,102.5,8,13,"Inflation, prices, and interest rates"
2076,deb_2019_11_29,LUCAS,105,0.1111111111111111,0.11568848758465011,102.5,8,13,"National Budget, Debt, public spending"
2077,deb_2019_11_29,LUCAS,1300,0.1111111111111111,0.14108352144469527,125.0,8,10,Social Welfare
2078,deb_2019_11_29,LUCAS,200,0.2222222222222222,0.1399548532731377,62.0,4,11,Civil Rights
2079,deb_2019_11_29,LUCAS,201,0.05555555555555555,0.023137697516930022,41.0,11,27,Ethnic Minority and Racial Group Discrimination
2080,deb_2019_11_29,LUCAS,1800,0.05555555555555555,0.03216704288939052,57.0,11,23,Foreign Trade
2081,deb_2019_11_29,LUCAS,1803,0.05555555555555555,0.03216704288939052,57.0,11,23,"Export Promotion and Regulation, Export Credit Agencies"
2082,deb_2019_11_29,LUCAS,2000,0.05555555555555555,0.077313769751693,137.0,11,15,Government Operations
2083,deb_2019_11_29,LUCAS,2012,0.05555555555555555,0.077313769751693,137.0,11,15,"Political Parties, Campaigns, and Voter Registration"
2084,deb_2019_11_29,LUCAS,1302,0.05555555555555555,0.04853273137697517,86.0,11,20,Poverty and Assistance for Low-Income Families
2085,deb_2019_11_29,LUCAS,800,0.05555555555555555,0.02878103837471783,51.0,11,25,Energy
2086,deb_2019_11_29,LUCAS,806,0.05555555555555555,0.02878103837471783,51.0,11,25,Alternative and Renewable Energy
2087,deb_2019_11_29,LUCAS,300,0.05555555555555555,0.05756207674943566,102.0,11,17,Health
2088,deb_2019_11_29,LUCAS,301,0.05555555555555555,0.05756207674943566,102.0,11,17,Health Care Reform
2089,deb_2019_11_29,LUCAS,108,0.05555555555555555,0.05756207674943566,102.0,11,17,"Industrial Policy, Privatisation, Nationalisation"
2090,deb_2019_11_29,LUCAS,230,0.2222222222222222,0.13261851015801354,58.75,4,12,Immigration
2091,deb_2019_11_29,LUCAS,500,0.05555555555555555,0.03837471783295711,68.0,11,21,Labour and Employment
2092,deb_2019_11_29,LUCAS,529,0.05555555555555555,0.03837471783295711,68.0,11,21,Migrant and Seasonal Workers
2093,deb_2019_11_29,PRICE,100,0.46153846153846156,0.6219806763285024,171.66666666666666,1,1,Macroeconomics
2094,deb_2019_11_29,PRICE,103,0.07692307692307693,0.1280193236714976,212.0,7,8,Unemployment rate
2095,deb_2019_11_29,PRICE,1300,0.07692307692307693,0.1280193236714976,212.0,7,8,Social Welfare
2096,deb_2019_11_29,PRICE,1302,0.07692307692307693,0.1280193236714976,212.0,7,8,Poverty and Assistance for Low-Income Families
2097,deb_2019_11_29,PRICE,1200,0.15384615384615385,0.18719806763285024,155.0,2,6,"Law, Crime, and Family Issues"
2098,deb_2019_11_29,PRICE,1202,0.07692307692307693,0.07910628019323672,131.0,7,19,White Collar Crime and Organized Crime
2099,deb_2019_11_29,PRICE,1209,0.07692307692307693,0.07910628019323672,131.0,7,19,"Police, Fire, and Weapons Control"
2100,deb_2019_11_29,PRICE,1211,0.07692307692307693,0.07910628019323672,131.0,7,19,Riots and Crime Prevention
2101,deb_2019_11_29,PRICE,101,0.07692307692307693,0.17995169082125603,298.0,7,7,"Inflation, prices, and interest rates"
2102,deb_2019_11_29,PRICE,1900,0.15384615384615385,0.26268115942028986,217.5,2,2,International Affairs
2103,deb_2019_11_29,PRICE,1910,0.15384615384615385,0.26268115942028986,217.5,2,2,"Western Europe, Common Market Issues"
2104,deb_2019_11_29,PRICE,1600,0.07692307692307693,0.0030193236714975845,5.0,7,24,Defence
2105,deb_2019_11_29,PRICE,1610,0.07692307692307693,0.0030193236714975845,5.0,7,24,Military Procurement and Weapons System Acquisitions and Evaluation
2106,deb_2019_11_29,PRICE,700,0.07692307692307693,0.0821256038647343,136.0,7,16,Environment
2107,deb_2019_11_29,PRICE,705,0.07692307692307693,0.0821256038647343,136.0,7,16,"Air Pollution, Global Warming, and Noise Pollution"
2108,deb_2019_11_29,PRICE,108,0.07692307692307693,0.0821256038647343,136.0,7,16,"Industrial Policy, Privatisation, Nationalisation"
2109,deb_2019_11_29,PRICE,300,0.15384615384615385,0.23248792270531402,192.5,2,4,Health
2110,deb_2019_11_29,PRICE,301,0.15384615384615385,0.23248792270531402,192.5,2,4,Health Care Reform
2111,deb_2019_11_29,PRICE,1205,0.07692307692307693,0.10809178743961352,179.0,7,12,Prison System
2112,deb_2019_11_29,PRICE,1208,0.07692307692307693,0.10809178743961352,179.0,7,12,Family Issues
2113,deb_2019_11_29,PRICE,105,0.07692307692307693,0.12439613526570048,206.0,7,11,"National Budget, Debt, public spending"
2114,deb_2019_11_29,PRICE,200,0.07692307692307693,0.08272946859903382,137.0,7,14,Civil Rights
2115,deb_2019_11_29,PRICE,230,0.07692307692307693,0.08272946859903382,137.0,7,14,Immigration
2116,deb_2019_11_29,PRICE,2000,0.07692307692307693,0.004830917874396135,8.0,7,22,Government Operations
2117,deb_2019_11_29,PRICE,2012,0.07692307692307693,0.004830917874396135,8.0,7,22,"Political Parties, Campaigns, and Voter Registration"
2118,deb_2019_12_01,SWINSON,1900,0.4,0.47521551724137934,110.25,1,1,International Affairs
2119,deb_2019_12_01,SWINSON,1910,0.25,0.3168103448275862,117.6,4,4,"Western Europe, Common Market Issues"
2120,deb_2019_12_01,SWINSON,100,0.35,0.36637931034482757,97.14285714285714,2,3,Macroeconomics
2121,deb_2019_12_01,SWINSON,107,0.1,0.1740301724137931,161.5,9,5,"Taxation, Tax policy, and Tax Reform"
2122,deb_2019_12_01,SWINSON,1200,0.05,0.07435344827586207,138.0,14,17,"Law, Crime, and Family Issues"
2123,deb_2019_12_01,SWINSON,1205,0.05,0.07435344827586207,138.0,14,17,Prison System
2124,deb_2019_12_01,SWINSON,1600,0.1,0.10398706896551724,96.5,9,11,Defence
2125,deb_2019_12_01,SWINSON,1627,0.05,0.07435344827586207,138.0,14,17,Domestic and International Terrorism
2126,deb_2019_12_01,SWINSON,105,0.2,0.1654094827586207,76.75,5,7,"National Budget, Debt, public spending"
2127,deb_2019_12_01,SWINSON,1300,0.3,0.41163793103448276,127.33333333333333,3,2,Social Welfare
2128,deb_2019_12_01,SWINSON,1302,0.1,0.16702586206896552,155.0,9,6,Poverty and Assistance for Low-Income Families
2129,deb_2019_12_01,SWINSON,108,0.05,0.02693965517241379,50.0,14,26,"Industrial Policy, Privatisation, Nationalisation"
2130,deb_2019_12_01,SWINSON,2000,0.15,0.12230603448275862,75.66666666666667,7,10,Government Operations
2131,deb_2019_12_01,SWINSON,2012,0.1,0.07543103448275862,70.0,9,16,"Political Parties, Campaigns, and Voter Registration"
2132,deb_2019_12_01,SWINSON,200,0.2,0.1492456896551724,69.25,5,8,Civil Rights
2133,deb_2019_12_01,SWINSON,201,0.1,0.1255387931034483,116.5,9,9,Ethnic Minority and Racial Group Discrimination
2134,deb_2019_12_01,SWINSON,202,0.15,0.07974137931034483,49.333333333333336,7,15,Gender and Sexual Orientation Discrimination
2135,deb_2019_12_01,SWINSON,1930,0.05,0.06950431034482758,129.0,14,20,North America and North Atlantic Ocean
2136,deb_2019_12_01,SWINSON,1610,0.05,0.029633620689655173,55.0,14,24,Military Procurement and Weapons System Acquisitions and Evaluation
2137,deb_2019_12_01,SWINSON,1926,0.05,0.029633620689655173,55.0,14,24,International Organizations other than Finance
2138,deb_2019_12_01,SWINSON,300,0.05,0.10290948275862069,191.0,14,12,Health
2139,deb_2019_12_01,SWINSON,301,0.05,0.10290948275862069,191.0,14,12,Health Care Reform
2140,deb_2019_12_01,SWINSON,1304,0.05,0.10290948275862069,191.0,14,12,Assistance to the Disabled and Handicapped
2141,deb_2019_12_01,SWINSON,700,0.05,0.059267241379310345,110.0,14,21,Environment
2142,deb_2019_12_01,SWINSON,705,0.05,0.059267241379310345,110.0,14,21,"Air Pollution, Global Warming, and Noise Pollution"
2143,deb_2019_12_01,SWINSON,2011,0.05,0.046875,87.0,14,23,Executive-Legislative Relations and Parliamentary Operations
2144,deb_2019_12_01,FARAGE,1900,0.40625,0.5942156003505696,104.3076923076923,1,1,International Affairs
2145,deb_2019_12_01,FARAGE,1910,0.25,0.4548641542506573,129.75,2,2,"Western Europe, Common Market Issues"
2146,deb_2019_12_01,FARAGE,1200,0.15625,0.1831726555652936,83.6,5,7,"Law, Crime, and Family Issues"
2147,deb_2019_12_01,FARAGE,1202,0.0625,0.1056091148115688,120.5,13,10,White Collar Crime and Organized Crime
2148,deb_2019_12_01,FARAGE,1209,0.03125,0.08545135845749342,195.0,22,14,"Police, Fire, and Weapons Control"
2149,deb_2019_12_01,FARAGE,1300,0.15625,0.21910604732690622,100.0,5,4,Social Welfare
2150,deb_2019_12_01,FARAGE,1302,0.125,0.1936897458369851,110.5,7,5,Poverty and Assistance for Low-Income Families
2151,deb_2019_12_01,FARAGE,1205,0.09375,0.0775635407537248,59.0,10,16,Prison System
2152,deb_2019_12_01,FARAGE,1211,0.03125,0.042068361086765996,96.0,22,31,Riots and Crime Prevention
2153,deb_2019_12_01,FARAGE,1926,0.0625,0.10385626643295355,118.5,13,11,International Organizations other than Finance
2154,deb_2019_12_01,FARAGE,1600,0.09375,0.07099035933391762,54.0,10,23,Defence
2155,deb_2019_12_01,FARAGE,1627,0.0625,0.04688869412795793,53.5,13,29,Domestic and International Terrorism
2156,deb_2019_12_01,FARAGE,2000,0.09375,0.13277826468010517,101.0,10,8,Government Operations
2157,deb_2019_12_01,FARAGE,2001,0.03125,0.06091148115687993,139.0,22,28,Intergovernmental Relations
2158,deb_2019_12_01,FARAGE,2012,0.0625,0.07186678352322524,82.0,13,18,"Political Parties, Campaigns, and Voter Registration"
2159,deb_2019_12_01,FARAGE,1800,0.0625,0.08983347940403155,102.5,13,12,Foreign Trade
2160,deb_2019_12_01,FARAGE,1803,0.0625,0.08983347940403155,102.5,13,12,"Export Promotion and Regulation, Export Credit Agencies"
2162,deb_2019_12_01,FARAGE,200,0.21875,0.19193689745836984,62.57142857142857,4,6,Civil Rights
2163,deb_2019_12_01,FARAGE,230,0.03125,0.04075372480280456,93.0,22,32,Immigration
2164,deb_2019_12_01,FARAGE,100,0.25,0.23838737949167396,68.0,2,3,Macroeconomics
2165,deb_2019_12_01,FARAGE,107,0.125,0.06879929886064855,39.25,7,24,"Taxation, Tax policy, and Tax Reform"
2166,deb_2019_12_01,FARAGE,500,0.03125,0.009202453987730062,21.0,22,42,Labour and Employment
2167,deb_2019_12_01,FARAGE,502,0.03125,0.009202453987730062,21.0,22,42,Employment Training and Workforce Development
2168,deb_2019_12_01,FARAGE,201,0.125,0.10692375109553023,61.0,7,9,Ethnic Minority and Racial Group Discrimination
2169,deb_2019_12_01,FARAGE,1909,0.03125,0.061787905346187555,141.0,22,25,Eastern Europe
2170,deb_2019_12_01,FARAGE,207,0.0625,0.07230499561787905,82.5,13,17,Freedom of Speech & Religion
2171,deb_2019_12_01,FARAGE,1930,0.0625,0.03067484662576687,35.0,13,35,North America and North Atlantic Ocean
2172,deb_2019_12_01,FARAGE,1610,0.03125,0.024101665205959685,55.0,22,40,Military Procurement and Weapons System Acquisitions and Evaluation
2173,deb_2019_12_01,FARAGE,1907,0.03125,0.024101665205959685,55.0,22,40,China
2174,deb_2019_12_01,FARAGE,101,0.0625,0.08063102541630149,92.0,13,15,"Inflation, prices, and interest rates"
2175,deb_2019_12_01,FARAGE,1000,0.03125,0.061787905346187555,141.0,22,25,Transportation
2176,deb_2019_12_01,FARAGE,1002,0.03125,0.061787905346187555,141.0,22,25,"Highway (Road) Construction, Maintenance, and Safety"
2177,deb_2019_12_01,FARAGE,105,0.03125,0.03768624014022787,86.0,22,33,"National Budget, Debt, public spending"
2178,deb_2019_12_01,FARAGE,108,0.03125,0.04250657318141981,97.0,22,30,"Industrial Policy, Privatisation, Nationalisation"
2179,deb_2019_12_01,FARAGE,300,0.03125,0.07142857142857142,163.0,22,19,Health
2181,deb_2019_12_01,FARAGE,700,0.03125,0.07142857142857142,163.0,22,19,Environment
2182,deb_2019_12_01,FARAGE,705,0.03125,0.07142857142857142,163.0,22,19,"Air Pollution, Global Warming, and Noise Pollution"
2183,deb_2019_12_01,FARAGE,800,0.03125,0.027607361963190184,63.0,22,36,Energy
2184,deb_2019_12_01,FARAGE,1400,0.03125,0.025416301489921123,58.0,22,37,Planning and Housing Issues
2185,deb_2019_12_01,FARAGE,1304,0.03125,0.025416301489921123,58.0,22,37,Assistance to the Disabled and Handicapped
2186,deb_2019_12_01,FARAGE,1406,0.03125,0.025416301489921123,58.0,22,37,Low and Middle Income Housing Programs and Needs
2187,deb_2019_12_01,BURGON,1200,0.08333333333333333,0.13965744400527008,141.33333333333334,14,13,"Law, Crime, and Family Issues"
2188,deb_2019_12_01,BURGON,1205,0.08333333333333333,0.13965744400527008,141.33333333333334,14,13,Prison System
